id	qid1	sentence1	qid2	sentence2	label
3416	50982	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15	50982	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15	1
3417	414465	0/4/2/3/1/(357646,13)/5/6/7/8/9/10	414465	0/1/2/3/4/5/6/7/8/9/10	0
3418	327429	0/4/2/3/1/5	327429	0/1/2/3/4/5	0
3419	442032	0/1/2/3/4/5/11/12/13/14/15/16/17/18/19	442032	0/1/2/3/4/5/(499512,7)/9/13/14/15/(470299,12):(382759,7):(106671,19)/17/18/19	0
3420	68358	0/1/2/3/4/5/8/9/8/7/10/11/12/13/14/15	68358	0/1/2/3/4/5/6/7/6/9/10/11/12/13/14/15	0
3421	319369	0/20/2/3/22/5/25/7/22/9/10/11/12/13/14/15/16/17/18/19/20/21/8/23/24/6/26/27/28	319369	0/20/2/3/22/5/6/7/22/9/10/11/12/13/14/15/16/17/28/19/1/21/4/23/24/25/26/27/18	1
3422	254667	0/12/2/3/10/5/6/7/8/9/4/11/12/13/14/15/16/17/18/19	254667	0/12/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19	0
3423	233444	0/1/2/3/4/5/15/7/8/9/10/11/12/13/14/6/16	233444	0/1/2/3/4/14/(30301,7)/(184568,11)/7/8/9/(489997,3)/11/12/13/5/(30301,7)/(411127,6)/16	0
3424	62795	0/1/2/3/4/5/6/7/8/9/10/11/12	62795	0/1/2/3/4/5/6/7/10/9/8/11/12	1
3425	525145	0/1/2/3/9/5/6/7/8/9/10/11/12/13/14	525145	0/1/2/3/4/5/6/11/8/9/10/7/12/13/14	0
3426	462057	0/1/2/3/4/5/6	462057	0/1/5/3/4/2/6	0
3427	409421	0/1/2/3/7/5/6/4/8/9	409421	0/1/2/3/4/5/6/7/8/9	0
3428	115636	0/7/14/3/16/5/6/1/8/9/10/14/12/5/11/3/16/17	115636	0/7/11/12/4/5/6/1/8/9/10/2/3/13/2/15/4/17	0
3429	414056	0/1/4/3/2/5/6/7/8/9/10	414056	0/1/2/3/4/5/6/7/8/9/10	0
3430	265530	13/1/2/3/4/5/23/7/8/9/25/11/26/0/14/15/16/17/7/19/20/24/22/23/21/10/12	265530	0/1/2/3/4/5/6/18/8/24/25/11/26/0/14/15/16/17/7/19/20/21/22/6/24/10/26	0
3431	320051	0/1/2/3/4/5/6/7/16/10/3/12/13/14/20/8/9/17/18/19/20/21/22/23/24	320051	0/1/2/3/4/5/6/7/8/9/17/11/12/13/14/20/16/10/18/19/20/21/22/23/24	0
3432	318076	14/1/2/3/9/5/6/7/8/4/10/11/12/13	318076	0/1/2/3/4/5/6/7/8/9/10/11/12/27	1
3433	390282	0/1/2/3/4/5/6/7/8/9/10/11/12/13	390282	0/1/2/3/4/9/6/12/5/10/11/7/8/13	0
3434	326799	0/1/2/5/4/3/6/7/8/9/10/11/12	326799	0/1/2/3/4/5/6/7/8/9/10/11/12	0
3435	424789	0/1/2/3/4/5/21/7/8/9/10/11/12/13/14/15/16/17/18/19/5/21/7/23/24/25/26/27	424789	0/1/2/(36491,6)/(328929,2)/4/20/21/7/8/9/10/11/12/13/14/(138832,7)/(442013,6)/(13825,10)/(493188,0)/(446152,2)/(126358,5)/(216381,8)/18/19/20/6/7/23/(414353,8)/24/25/26/27	1
3436	281156	0/1/2/8/4/5/6/7/8/9	281156	0/1/7/8/4/5/6/2/3/9	0
3437	401328	0/1/2/3/4/5/6/4/8/9/10/11/12/13/14/15/16	401328	0/1/2/3/7/5/6/7/8/(93298,3)/(392725,2):(396607,3):(359884,21)/10/11/(123796,11)/12/13/14/15/16	1
3438	79787	0/1/2/3/4/5/6/7/19/17/10/19/12/21/14/15/16/9/18/11/12/13/22/23/14/25/26	79787	0/1/2/3/4/5/6/7/8/9/10/11/20/21/14/15/19/17/18/16/12/21/22/23/24/25/26	0
3439	331551	0/1/2/21/4/5/6/7/8/9/10/11/12/13/23/15/16/17/18/19/20/21/22/23/24/25	331551	0/1/2/21/4/5/6/7/8/9/10/11/12/13/23/15/16/17/18/19/20/21/22/23/24/25	1
3440	28391	0/1/15/3/4/5/6/7/8/9/10/11/12/13/14/2/16/17/18/19/20/21/22/3	28391	0/1/2/23/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23	0
3441	196597	0/1/2/3/4/5/6/7/8/9	196597	0/1/2/3/6/5/4/7/8/9	0
3442	299919	9/1/2/3/4/5/6/7/8	299919	9/10/5/3/4/2/6/7/8	0
3443	485643	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15	485643	0/1/2/3/4/5/6/7/8/13/14/11/12/9/10/15	0
3444	229423	0/1/2/3/7/8/5/9/10/11/12/13/14	229423	4/0/1/2/3/4/5/4/7/8/9/10/11/12/13/14/6	0
3445	35437	0/19/2/3/4/5/6/7/25/9/10/19/12/13/14/9/16/17/18/19/20/14/22/23/14/8/26/27/28/29	35437	0/1/2/3/4/22/6/7/8/28/10/1/12/13/21/9/16/17/18/1/20/21/22/23/24/25/26/27/15/29	0
3446	235205	0/6/2/3/4/5/1/7/8/9/10/11	235205	0/1/2/3/4/5/6/7/8/9/10/11	0
3447	273915	5/0/1/2/3/4/5/6/7/8/9/10/11/5/13/14/15/16/17/18/19/22/21/22/23/24/12	273915	0/1/2/3/4/6/7/8/11/10/9/13/14/15/16/17/18/19/20/21/20/23/24	0
3448	223704	0/1/2/3/19/5/6/7/8/21/10/11/24/16/14/20/16/17/18/14/15/9/22/23/12/25/26/27/28	223704	0/1/2/3/19/5/6/7/8/9/22/11/24/16/4/15/16/17/18/19/20/9/22/23/12/25/26/27/28	1
3449	536784	0/1/2/3/4/5/6/7/13/9/10/11/12/8/14/15/16	536784	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16	0
3450	51624	0/15/2/12/4/5/21/7/27/9/10/11/3/13/14/1/2/17/18/19/20/21/22/23/24/25/26/8	51624	0/15/16/3/4/5/21/7/8/2/10/11/12/26/14/1/2/3/18/23/20/21/22/23/24/25/13/27	1
3451	220674	44/14/7/35/48/39/46/8/52	220674	44/45/46/51/48/39/50/51/52	1
3452	55226	0/1/2/3/4/5/6/7/8/5	55226	0/1/8/9/6/7/2/3/4/9	0
3453	337405	0/8/2/3/4/5/6/7/1/9/10/11	337405	0/8/2/3/4/5/6/7/1/9/10/11	1
3454	398491	0/3/2/1/4	398491	0/1/2/3/4	0
3455	63951	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16	63951	0/1/2/3/4/5/12/7/8/9/10/11/6/13/14/15/16	0
3456	160062	0/1/2/3/4/5/6/7/8/9/10/(319569,12):(83383,33):(408928,8)/(111321,5)/13/14/(283500,2):(158109,13):(414004,17)/18	160062	15/1/2/3/4/5/6/7/8/9/10/11/12/13/14/(344939,12):(304293,1):(414004,17)/18	1
3457	497725	0/4/2/3/1/5/6	497725	0/1/2/3/4/5/6	0
3458	530387	0/5/2/3/4/1/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21	530387	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21	0
3459	427123	11/15/13/14/12/16/17/8/22/20/21/22/3/24/25/26/27/28/29	427123	11/12/13/14/15/16/17/8/22/14/21/22/3/4/25/26/27/28/10	0
3460	504770	0/1/2/3/4/5/6/7/8/9/0/11	504770	0/1/2/3/4/(95832,6):(214166,2):(457440,15):(18605,11)/(458795,5)/(208032,12)/8/9/10/11	1
3461	472086	0/1/2/3/4/5/6/7/8/9/10	472086	0/1/2/3/4/6/9/7/8/5/10	0
3462	521051	8/1/2/3/4/5/6/7/0/9/10/11/12/18/14/15/16/17/13/19/20	521051	8/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20	1
3463	382108	30/31/32/33/34/35/41/37/38/39/35/36/42/43/44/21/46	382108	30/31/32/33/34/35/36/37/38/39/35/25/42/43/44/45/46	0
3464	376604	0/1/2/3/4/5/6/7/8/9/10/11	376604	0/1/2/3/4/5/6/7/8/9/10/11	1
3465	88328	0/1/2/3/4/5/6/7/8/9/5/12/13	88328	0/1/2/3/4/10/6/7/11/12/5/9/13	0
3466	406206	0/1/2/3/4/22/6/7/15/9/10/11/12/18/14/15/16/17/13/19/20/21/5/23/24/25/26/19/28	406206	0/1/2/3/4/22/6/7/8/9/10/11/12/13/14/15/16/17/18/27/20/21/5/23/24/25/26/14/9	1
3467	78818	0/1/2/3/10/11/6/7/8/9/5/12/13/14	78818	0/1/2/9/4/11/3/7/8/6/11/12/13/14	0
3468	56463	0/1/2/3/4	56463	0/3/2/1/4	0
3469	103140	0/1/2/3/4/5/6/22/21/20/9/10/3/12/13/14/15/16/17/18/19/7/8/23/27/25/26/24/28/29	103140	0/1/2/11/4/5/6/7/8/9/10/3/12/13/14/15/16/17/18/19/20/21/20/23/27/25/26/27/28/29	0
3470	61792	0/1/10/11/4/5/6/4/8/9/10/3/12/13	61792	0/1/2/3/7/5/6/4/8/9/10/11/12/13	0
3471	520269	0/1/2/3/4/5/6/7/8/9/10/11/12/13	520269	0/1/2/3/12/5/6/7/8/9/10/11/4/13	0
3472	338722	17/1/2/19/22/5/24/7/8/9/10/11/12/13/14	338722	0/10/2/19/22/23/6/7/8/9/1/11/12/13/14	1
3473	240575	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22	240575	0/1/7/3/4/5/6/2/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22	0
3474	441487	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/19/17/18/16/20/21/22/23/24/10/26/27	441487	0/1/2/3/4/5/6/7/8/9/25/11/12/13/14/15/16/17/18/19/20/21/22/23/24/10/26/27	0
3475	14715	3/0/15/2/3/4/5/3/7/8/9/10/11/12/13/14/1/16/17/18/19/6	14715	0/15/16/(106315,4)/4/7/8/9/10/11/12/13/14/1/2/17/18/19	0
3476	283462	0/1/2/3/4/5/6/7/8/9/10/11/10/13/14/15/16/0/18/19	283462	0/2/3/4/5/6/7/8/9/(353828,25)/13/10/11/14/15/16/0/18/19	1
3477	491297	0/7/2/8/4/5/6/7/3/9/10/11	491297	0/1/2/3/4/5/6/7/8/9/10/11	0
3478	348697	0/1/2/15/10/5/9/7/8/6/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/21/27/28/29	348697	0/1/2/15/4/5/6/7/8/6/10/11/12/13/14/3/16/17/18/19/20/26/22/23/24/25/26/27/28/29	1
3479	368145	0/1/2/3/4/5/6/7/8/9/10/2/12/13/14/0/16/17/18/19	368145	15/1/11/3/4/5/6/(347357,24)/7/8/9/10/(117652,12)/12/13/14/(158996,3)/15/16/17/18/19	1
3480	24317	22/(123997,7)/25/9/31/28/29/30/27/32/33	24317	22/(390248,9)/25/26/42/32/9/30/42/28/21	1
3481	518772	0/1/2/3/4/5/6/7/8/9/10/11	518772	0/1/2/3/4/8/6/7/5/6/10/11	1
3482	522873	0/1/16/7/16/17/10/2/20/7/8/13/4/11/17/18/17/9/21/23	522873	3/0/1/2/14/4/16/6/15/18/20/7/11/14/13/14/15/5/17/18/17/20/11/3/23/12	0
3483	406659	0/1/2/3/4/5/6/7/8	406659	0/1/2/6/4/5/3/7/8	0
3484	400820	0/1/2/16/4/5/6/7/8/9/10/11/12/13/14/15/3/17/18/19	400820	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19	0
3485	172300	0/1/2/3/4/15/6/7/8/9/10/2/(157239,8)/14/15/16	172300	0/1/11/3/4/(126824,7):(51532,8):(301170,1)/6/7/8/9/10/11/(12381,9)/14/(253571,2):(70450,14):(499838,13)/16	0
3486	34559	0/1/2/3/4/5/9/7/8/6/12	34559	0/1/2/3/4/8/6/7/5/9/12	1
3487	90738	0/1/10/3/4/5/6/7/8/9/10/11/12/13/14/15/16	90738	0/1/2/3/13/5/6/11/8/9/10/7/12/4/14/15/16	0
3488	360678	0/1/2/3/4/5/6/7/8/9/10/11/12	360678	0/5/2/3/4/1/6/7/8/9/10/11/12	1
3489	455176	0/1/2/3/10/6/8/9/5/11/12	455176	0/1/2/3/(480025,13)/5/11/(103348,8)/8/9/10/6/12	0
3490	48582	0/1/2/3/4/8/29/7/8/13/10/21/12/13/14/15/16/17/18/19/20/21/22/27/24/25/26/27/28/6/20/31/32/33	48582	21/1/2/3/4/5/29/7/5/9/10/21/12/13/22/15/16/17/18/19/20/0/26/23/24/25/14/23/28/6/30/31/32/33	0
3491	96739	0/1/2/3/4/5/10/7/8/9/6/11/12/13/14/15	96739	0/1/2/3/4/5/6/7/8/9/6/11/12/13/14/15	1
3492	324238	0/1/2/7/4/5/6/3/8/9/10/11/12/13	324238	0/1/2/3/4/5/6/7/8/9/10/11/12/13	0
3493	484263	0/1/2/3/4/5/6/(376214,4)/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/14/27/28/21	484263	0/1/2/3/4/5/6/7/8/9/10/11/12/13/26/15/16/17/18/19/20/21/22/23/24/25/14/27/28/21	1
3494	199428	0/1/2/3/4/5/6/7/8/9/10	199428	0/1/2/3/4/5/6/7/8/9/10	1
3495	110734	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14	110734	0/1/7/8/5/6/2/3/4/9/10/11/12/13/14	0
3496	103594	0/1/2/6/4/5/3/7	103594	0/1/5/3/4/2/3/7	1
3497	103452	16/7/2/3/4/5/16/1/8/9/10/11/12/13/14/15/6/17/18/19/20/21/22	103452	16/1/2/3/4/5/0/1/8/9/18/11/12/13/14/15/16/17/10/19/20/21/22	0
3498	97070	0/1/2/3/4/5/6/7/8/9/2/11/12/13/14/15/16/0/18/19/20/21	97070	17/1/2/7/4/5/6/3/8/9/2/11/12/13/14/15/16/17/18/19/20/21	0
3499	118662	0/1/13/3/11/5/6/18/8/9/10/4/12/2/14/15/16/17/18/19/20/21/22/23	118662	0/1/13/3/4/5/20/7/8/9/10/11/12/2/14/15/16/17/7/19/6/21/22/23	0
3500	174599	0/25/26/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/1/26/27	174599	0/1/26/3/4/5/14/7/8/14/10/6/12/13/6/15/16/17/18/19/20/21/22/23/24/25/2/27	0
3501	440770	0/1/2/3/4/5/6/7/8/9/10	440770	0/1/2/8/6/7/3/4/5/9/10	0
3502	129871	0/1/2/3/4/5/6/12/13/14/19/10/11/7/8/15/16/17/18/9/20/21	129871	9/1/2/3/4/5/15/7/8/19/10/11/12/13/14/6/16/17/18/19/20/21	0
3503	248428	0/1/2/3/4/5/6/7/8/9	248428	0/1/2/3/8/(9519,10)/(38082,30)/6/7/4/9	0
3504	279656	(150206,4):(235231,3)/(279522,22):(254770,5):(18224,8)/4/15/6/7/8/9/10/11/12/13/(235231,3):(102075,6)/15/16	279656	0/14/16/3/4/15/6/7/8/9/10/11/12/13/1/16/5	0
3505	209291	0/1/2/3/4/5/6/7	209291	0/1/4/3/2/5/6/7	0
3506	342550	0/4/2/3/1/5/6	342550	0/1/2/3/4/5/6	0
3507	533832	0/1/2/3/4/5/6/7/8/9/7/11	533832	0/1/2/3/4/5/9/10/8/6/7/11	1
3508	224298	0/1/2/3/4/5/6/12/8/9/10/11/7/(206661,7)/(169275,4):(361266,6):(212792,5)/20/(414237,0)/14/15/16/17/18/19/20/21/22/23/24/25/26/27	224298	0/1/2/3/4/5/6/12/8/9/10/11/7/(149781,20)/(95988,6):(197231,12):(501637,7)/27/(498031,0)/14/15/16/17/18/19/27/21/22/23/24/25/26/27	1
3509	165749	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/6/17/3/8/23/21/22/20/24	165749	0/1/2/18/4/5/16/7/19/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24	0
3510	417619	0/1/2/3/4/15/6/7/8/18/20/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27/28	417619	0/1/2/3/4/15/6/7/8/18/20/11/12/13/21/15/16/17/18/19/10/14/22/23/24/25/26/27/28	0
3511	102158	0/1/2/14/4/5/6/7/8/9/10/11/12/13/3/17/16/15	102158	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/15	0
3512	502758	0/1/2/3/4/5/6/7/3/9/10/11/12/13/14/15/16/17	502758	0/1/2/3/4/5/28/7/3/9/10/11/12/13/14/15/16/17	1
3513	274476	0/1/2/3/4/5/6/7/8/9/10/11/22/13/14/15/16/17/2/19/10/11/22/23/24	274476	0/1/2/17/4/8/6/7/8/9/16/11/12/23/14/15/16/3/18/19/20/21/12/13/24	0
3514	414168	0/1/2/5/4/3/6/7	414168	0/1/2/3/4/5/6/7	0
3515	450852	0/1/2/3/4/5/6/7/8/9/14/11/12/9/14/15/16	450852	0/1/2/3/4/5/6/7/8/9/14/15/12/13/10/11/16	1
3516	318423	0/1/2/3/4/5/6/7/8/9	318423	0/1/5/3/4/2/6/7/8/9	0
3517	136424	0/1/2/3/4/5/6/7/8/9/10	136424	0/1/2/8/4/5/6/7/3/9/10	0
3518	332350	0/11/8/9/4/5/6/7/2/9/10/18/12/13/14/15/16/17/18/19/20	332350	0/11/2/3/4/5/6/7/8/3/10/11/12/13/14/15/16/17/1/19/20	0
3519	117122	0/1/2/3/4/16/6/7/8/9/10/11/12/13/14/15/16/17/18	117122	0/1/2/3/4/16/6/7/11/9/10/8/12/13/14/15/16/17/18	0
3520	245183	0/1/9/13/4/5/6/7/8/2/10/11/12/3/14	245183	0/1/2/13/4/5/6/7/8/9/10/11/12/13/14	0
3521	370185	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15	370185	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15	1
3522	360201	0/1/2/3/4/5/6/14/8/9/6/11/12/6/7/8/16	360201	0/1/2/3/4/5/13/7/8/9/6/11/12/13/14/15/16	0
3523	433893	0/1/2/23/4/5/6/7/8/9/10/11/12/2/14/15/16/17/18/8/20/21/22/23/24	433893	0/1/2/14/4/5/22/7/8/9/10/11/12/13/23/15/16/17/18/19/9/21/6/3/24	0
3524	84347	0/1/2/3/4/5/15/7/12/9/10/11/12/4/14/15/16	84347	0/1/2/3/13/14/15/7/8/9/10/11/8/4/5/6/16	0
3525	91980	0/1/2/3/4/5/6/15/8/9/10/11/12/24/14/7/8/17/9/19/20/21/22/23/13/25	91980	0/1/2/3/4/5/6/7/8/18/10/11/12/13/14/15/16/17/9/19/20/21/22/23/13/25	0
3526	342026	0/12/2/14/15/5/6/7/8/9/10/11/12/13/3/4/16/17/18/19	342026	0/12/13/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19	0
3527	486320	0/1/2/13/14/6/7/8/9/10/11/2/3/4/14/15	486320	0/1/2/3/4/14/6/7/8/9/10/11/2/13/5/15	0
3528	97244	0/1/2/3/24/5/13/7/8/9/10/11/27/13/14/15/26/17/18/19/20/21/22/23/4/25/16/22/28	97244	0/1/2/3/4/5/6/7/8/9/10/11/22/6/14/25/16/17/18/19/20/21/27/23/4/15/26/22/28	0
3529	411729	0/1/21/3/4/5/6/7/8/9/10/23/12/13/14/15/16/17/18/19/20/14/22/23/24/25/26	411729	0/1/2/3/4/5/6/7/8/9/12/23/10/13/2/15/16/17/18/19/20/14/22/11/24/25/26	1
3530	461609	0/1/2/3/4/5/8/6/7/9/10	461609	0/1/2/3/4/5/6/7/8/9/10	0
3531	451585	0/1/2/3/4/8/6/7/5/9/10/11/12	451585	0/1/2/3/4/5/6/7/8/9/10/11/12	0
3532	487147	0/1/2/11/4/5/6/7/8/9/10/3/12	487147	0/1/2/3/4/5/6/7/8/9/10/11/12	0
3533	299307	21/1/17/3/4/5/6/7/18/0/16/11/2/13/14/15/16/12/3/19/20/21/22/23	299307	21/1/2/18/4/5/6/7/18/21/16/11/12/3/14/21/10/17/8/19/20/21/22/23	0
3534	395549	0/1/2/3/4/5/6/7/8/9/10	395549	0/1/2/3/4/5/6/7/8/9/10	1
3535	220855	0/1/2/3/4/14/6/7/8/2/10/11/12/13/5/15/16	220855	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16	0
3536	2637	0/1/5/4/2/3/6/7/8/9	2637	0/1/2/3/4/5/6/7/8/9	0
3537	268664	0/1/2/3/14/5/6/7/8/9/10/11/12/13/4/15/16/17/18/19/20/21	268664	0/1/2/3/4/5/6/7/8/9/10/16/12/13/4/15/11/17/18/19/20/21	0
3538	116562	0/1/2/3/4/5/6/7/8/9/10/11	116562	0/8/9/10/3/4/5/6/7/1/2/11	0
3539	401213	0/11/2/3/4/5/6/7/8/9/10/1/12	401213	0/1/2/3/9/5/6/7/8/9/10/1/12	1
3540	172562	0/1/2/3/4/5/6/7/10/11/12/13/14	172562	0/1/2/3/4/5/6/7/10/11/12/13/14	1
3541	40798	0/1/2/3/4/5/6/7/8/9/10/13/12/13/14/15/16/17/18	40798	0/1/2/3/4/5/6/7/8/9/(306335,12):(141936,9):(92353,6):(214965,21)/11/10/11/(167737,4)/15/18/17/18	0
3542	44760	0/1/2/3/4/8/6/7/5/9/10	44760	0/1/2/3/4/5/6/7/8/9/10	1
3543	90129	0/1/2/3/4/5/9/7/8/6/10/11	90129	0/1/2/3/4/5/6/7/8/9/10/11	0
3544	421069	0/1/2/3/4/5/6/7/8/9/10/11/12/13/12/15/16/17/18/19/20/21/22/23/24/25/26/27/28	421069	0/1/2/3/4/5/6/27/8/9/10/11/14/13/12/4/8/17/18/19/20/21/22/23/24/25/26/7/28	0
3545	40528	0/1/2/3/4/18/11/7/8/9/18/6/12/13/14/15/16/17/5/19/20	40528	0/1/2/3/4/10/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20	0
3546	103487	4/0/1/2/3/4/5/6/7/4/9/8	103487	0/1/2/5/3/6/7/9	0
3547	530643	0/1/2/3/4/5/6/7/8/9/10/11/12/13	530643	0/1/2/4/5/6/9/(183641,14)/3/8/10/7/11/12/13	0
3548	329778	0/1/2/3/4/5/6/7/8/9/12/11/12/13/6	329778	0/1/2/3/(481041,6)/10/11/5/14/7/8/(149085,8):(522592,3)/12/13/14	0
3549	127519	0/10/2/3/4/5/6/7/8/9/10/11	127519	0/1/2/3/9/5/6/7/8/4/10/11	0
3550	511519	0/1/2/3/4/5/6/7/12/9/10/11/8/13/14/15/16/17/18/19/20/21/22/23/24/25	511519	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25	1
3551	269788	0/1/2/3/4/5/6/7/8/9/10/4/12/13/14	269788	0/1/2/3/11/12/6/7/8/9/10/11/5/13/14	0
3552	171027	0/1/2/3/4/5/6	171027	0/1/2/5/4/3/6	0
3553	56071	0/1/2/3/4/5/6/7/8/14/10/11/12/13/14/15/16/17/18/19/20	56071	0/1/10/11/3/4/5/6/7/8/9/2/12/13/9/15/16/17/18/19/20	0
3554	193552	0/1/2/3/12/21/6/7/8/23/10/11/4/13/14/15/16/17/18/19/20/5/22/23	193552	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/5/22/9	0
3555	415584	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27	415584	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/22/23/24/25/26/27	1
3556	16020	0/1/2/3/4/5/6/7/8/9/10/11/(303544,19)/13/14/15/16/17/18/19/(419631,9):(427498,2):(454182,1)/23	16020	20/0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/20/21/20/23/22	0
3557	241865	2/0/1/2/3/4/2/6/7/5	241865	0/1/3/4/6/7	1
3558	527974	0/1/2/3/4/9/7/8/5/6/10	527974	0/1/2/3/4/5/6/7/8/9/10	0
3559	435356	14/5/2/3/4/1/6/7/8/9/10/3/12/13/14/15/16/17/18	435356	4/1/2/3/0/5/6/7/8/9/10/11/12/13/0/15/16/17/18	0
3560	46706	0/1/2/3/4/5	46706	0/1/2/3/4/5	1
3561	404417	0/1/2/7/4/5/6/3/8/9/10/11/12/13	404417	0/1/2/3/4/5/6/7/8/9/10/11/12/13	0
3562	360672	0/12/13/3/4/5/2/7/8/9/10/0/1/2/14/15/16/17/18/19/20/21/22/23/24	360672	11/1/2/3/4/5/6/7/8/9/16/11/1/13/14/15/10/17/18/19/20/21/22/23/24	1
3563	502796	0/1/2/3/4/5/6/7/8/9	502796	0/1/6/7/8/4/5/2/3/9	0
3564	486051	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16	486051	0/1/2/3/4/5/6/7/8/9/13/14/15/11/12/10/16	0
3565	535271	0/1/2/3/4/5/6/7/8/9/15/11/17/18/14/15/16/17/13/19/20/21/22/23/24	535271	0/1/2/3/4/5/6/7/8/9/15/2/12/13/14/10/16/12/18/19/20/21/22/23/24	0
3566	30753	0/12/2/14/15/5/6/7/8/9/10/11/12/2/3/4/16/17/18/19	30753	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19	0
3567	89876	0/1/2/3/4/5	89876	0/1/3/(400253,7)/2/5	0
3568	484855	8/9/2/21/4/24/6/7/8/1/10/11/12/13/24/15/16/17/18/19/20/21/22/23/24/25/26/27/28	484855	8/1/2/21/4/5/6/7/0/9/10/11/12/13/14/15/16/17/18/19/20/3/22/23/24/25/26/27/28	1
3569	206798	0/1/2/3/4/5/24/7/8/20/10/11/47/13/14/15/16/17/6/19/28/21/22/23/24/25/26/27/9/29/30/31/32/33/34/35/36/37/20/39/40/41/42/43/44/45/46/47/48/49	206798	0/1/2/3/4/16/23/18/7/8/38/10/11/47/13/14/15/5/24/19/28/21/22/23/6/25/26/27/9/29/30/31/32/33/34/35/36/37/9/39/12/41/42/43/44/45/46/47/48/49	0
3570	441755	0/1/8/3/10/5/6/7/2/9/10/11	441755	0/1/2/3/10/5/6/7/8/9/10/11	0
3571	452410	0/1/2/3/4/5/6/7/8	452410	0/5/6/7/3/4/1/2/8	0
3572	517258	0/8/2/10/4/5/6/7/8/9/10/4/12/13	517258	0/8/2/3/11/12/6/7/8/9/10/11/5/13	1
3573	309041	0/17/25/3/4/5/6/7/2/9/10/11/12/13/14/15/23/24/18/19/20/21/22/16/24/18/26/27	309041	0/1/18/3/4/5/6/7/25/9/27/11/12/13/14/15/23/17/18/19/20/21/22/16/1/25/26/27	0
3574	106910	0/6/2/3/4/5/1/7/8/9	106910	0/1/2/3/4/5/6/7/8/9	0
3575	154535	0/1/18/3/20/5/6/7/8/9/10/11/12/13/14/15/16/17/18/19/4/21/22/23/24/25/26/27/28/29	154535	0/9/18/19/20/5/6/7/8/1/10/11/12/13/14/15/16/17/18/3/20/21/22/23/24/25/26/27/28/29	0
3576	220370	0/1/11/3/4/5/6/7/8/9/10/2/12/13	220370	0/1/2/3/4/5/6/7/8/9/10/11/12/13	0
3577	323263	0/1/2/3/4/5/16/7/8/9/10/22/12/13/14/15/16/10/18/19/20/21/11/23	323263	0/1/2/3/10/5/6/7/8/9/17/22/12/(15273,7)/13/14/15/6/4/22/19/20/21/18/23	0
3578	358863	0/1/2/3/4/5/6/7/8/9	358863	0/1/2/3/4/5/6/7/8/9	1
3579	261445	0/1/2/3/4/5/6/7/8/9/10	261445	0/5/6/3/4/1/2/7/8/9/10	0
3580	159803	0/1/2/3/4/5/6/7/8/9/10/11/12/13/14	159803	0/1/2/3/4/5/6/7/8/9/10/11/12/13/(7677,17)	1
3581	177183	0/1/2/3/13/5/6/19/8/17/10/11/12/4/14/15/16/17/18/19/20/21	177183	0/1/2/12/13/5/6/19/8/9/10/11/3/4/20/15/16/17/18/19/14/21	0
3582	416338	0/1/2/6/4/5/3/7	416338	0/1/2/3/4/5/6/7	0
3583	63314	0/1/2/3/4/5/6/7/8	63314	0/1/2/3/4/5/6/7/8	1
